S/N,Name,Category,Outsourced (B),Walk in Patient (C),Hospital Patient (D)
10,DEEP HEAT SPRAY,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
11,DEXAMETHASONE 0.5mg TABS,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
12,DICLOFENAC (VOLTAREN) GEL/CREAM,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
13,DICLOFENAC /METHYSALICYLATE OINT .ZETGEL,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
14,DICLOFENAC 75MG(VOLTAREN) INJ,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00",N/A
15,DICLOFENAC 75MG/COLESTYRAMINE (FLOTAC),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
16,DICLOFENAC SUPP 12.5MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,₦300.00,N/A
17,DICLOFENAC SUPP 50MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
18,DICLOFENAC TABS K+ 50MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦200.00,₦200.00,N/A
19,DICLOFENAC TABS NA+ 100MG(HOVID),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦7,000.00","₦7,000.00",N/A
20,DICLOFENAC TABS NA+ 50MG (CATAFLAM),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
21,DICLONEUROBION TABS,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
22,DIHYDROCODEINE TABS (DF118),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
23,DOLO META-B,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
24,IBUPROFEN (400MG) TABS,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦3,000.00","₦3,000.00",N/A
25,IBUPROFEN 200MG TABS,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
26,IBUPROFEN SYR 100MG/5ML,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
27,KETOPROFEN TABS 200mg,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
28,MELOXICAM 15MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
29,METHYSALIYLATE  OINTMENT/(BENGAY),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
30,METHYSALIYLATE OINTMENT DICLOFENAC/(NEUROGESIC PLUS),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
31,NAPROXEN 200MG TAB,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
32,NAPROXEN 550MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
33,ORPHENADRINE TABS (NORFLEX),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
34,ORPHENADRINE/PARACETAMOL TABS (NORGESIC),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
35,PARACETAMOL 300MG/2ML INJ,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00",N/A
36,PARACETAMOL 500MG TABS,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦200.00,₦200.00,N/A
37,PARACETAMOL SUPPOSITORY,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
38,PARACETAMOL SYR,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
39,PENTAMAX PENTAZOCIN 30MG INJ,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦3,000.00","₦3,000.00",N/A
40,PIROXICAM CAPS 20MG(FELDENE)(GENERIC),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
41,PIROXICAM GEL/ CREAM(FELDENE),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
42,SIRDALUD (TIZANIDINE2MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
43,SIRDALAUD (TIZANIDINE 4MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
44,TENOXICAM 20MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
45,TRAMADOL CAPS 100 MG RETARD  (TRAMAL),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
46,TRAMADOL CAPS 50 MG (TRAMAL),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
47,TRAMADOL INJ 100MG/2ML,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
48,TRANSVACINE SPRAY,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
49,URAH CREAM,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
50,DICLOFENAC (CLOFENAC) 50MG TAB,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦500.00,₦500.00,₦200.00
51,IBUPROFEN SYRUP(BRUSTAN N) 60ML,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦350.00,₦350.00,₦350.00
52,IBUPROFEN SYRUP (NUROFEN) ORANGE,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,700.00","₦2,700.00","₦2,700.00"
53,IBUPROFEN SYRUP (NUROFEN) S/BERRY,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,650.00","₦2,650.00","₦2,650.00"
54,PANADOL 500MG CAPLETS,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦150.00,₦150.00,₦150.00
55,PARACETAMOL 500MG TAB (BRISTOL),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦200.00,₦200.00,₦200.00
56,PARACETAMOL SYRUP(CALPOL) 120MG/5ML,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦500.00,₦500.00,₦500.00
57,PARACETAMOL SYRUP (EMZOR) 125MG/80ML,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,000.00","₦2,000.00",₦250.00
58,PANADOL EXTRA 500MG CAPLETS,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦150.00,₦150.00,₦150.00
59,PANADOL SUSPENSION (GSK) 120MG/5ML,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,850.00","₦1,850.00","₦1,850.00"
60,Emzor paracetamol tabs x 96,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
61,PAUCO DICLOFENAC INJ 75MG/3ML,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,600.00","₦1,600.00","₦1,600.00"
62,SUSP IBUPROFEN,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦500.00,₦500.00,₦500.00
63,PARACETAMOL INJ,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
64,DICLOFENAC SUPPOSITORY (12.5MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
65,PARACETAMOL SUPPOSITORY(125MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
66,DICLOFENAC INJ (75MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
67,"SYRUP PARACETAMOL(125/ML, EMZOR)","Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,500.00","₦1,500.00","₦1,500.00"
68,SYRUP NUROFEN(100MG/ML),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,600.00","₦2,600.00","₦2,600.00"
69,INJ TRAMADOL(100MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
70,INJ PETHIDINE(100MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦3,000.00","₦3,000.00","₦3,000.00"
71,INJ PENTAZOCINE(30MG/ML),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦3,000.00","₦3,000.00","₦3,000.00"
72,"TAB PARACETAMOL(HANA CAPLETS),500MG","Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
73,INJ MORPHINE(15MG/2MLS),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦5,000.00","₦5,000.00","₦5,000.00"
74,COCODAMOL (8/500MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦700.00,₦700.00,₦700.00
75,COCODAMOL (30/500MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
76,DICLOFENAC SUPPOSITORY (50MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦500.00,₦500.00,₦500.00
77,TAB PARACETAMOL(500MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",N/A,N/A,N/A
78,TAB DICLOFENAC (50MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦300.00,₦300.00,₦300.00
79,DICLOFENAC SUPPOSITORY (100MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦250.00,₦250.00,₦250.00
80,INJ PENTAZOCINE(30MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,500.00","₦2,500.00","₦2,500.00"
81,IBUPROFEN TAB (400MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦300.00,₦300.00,₦300.00
82,TAB PIROXICAM(20MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦300.00,₦300.00,₦300.00
83,TAB DICLOFENAC (100MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦300.00,₦300.00,₦300.00
84,SYRUP NUROFEN(100MG/5ML),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,600.00","₦2,600.00","₦2,600.00"
85,SUPP PARACETAMOL (125MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦300.00,₦300.00,₦300.00
86,PARACETAMOL TAB (CARD),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦350.00,₦350.00,₦350.00
87,ARTHROTEC,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,500.00","₦2,500.00","₦2,500.00"
88,PETHIDINE (100MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦3,500.00","₦3,500.00","₦3,500.00"
89,ATHROTEC,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦250.00,₦250.00,₦250.00
90,IBUPROFEN SYRUP,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,500.00","₦2,500.00","₦2,500.00"
91,TAB DICLOFENAC SR (100MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦700.00,₦700.00,₦700.00
92,TAB TRAMADOL,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,500.00","₦1,500.00","₦1,500.00"
93,ACECLOFENAC,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,500.00","₦2,500.00","₦2,500.00"
94,PENTAZOCINE(PENZOXIN),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦2,000.00","₦2,000.00","₦2,000.00"
95,TAB PCM(1000MG),"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦700.00,₦700.00,₦700.00
96,IBUPROFEN (400MG) FILM-COATED TAB,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦700.00,₦700.00,₦700.00
97,COCODAMOL 8/500,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,200.00","₦1,200.00","₦1,200.00"
98,PCM INJ,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
99,supp voltaren 100mg,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
100,COCODAMOL 30/500MG...,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,500.00","₦1,500.00","₦1,500.00"
101,SUPP. DICLOFENAC 12.5MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
102,SUPP. DICLOFENAC 100MG,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
103,IBUPROFEN SYRUP.,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs",₦850.00,₦850.00,₦850.00
104,SUPP. DICLOFENAC 12.5MG.,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
105,SUPP. DICLOFENAC 50MG.,"Analgesics, Antipyretics And Non-Steroidal Anti-Inflamatory Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
1,ALUMINIUM HYDROXIDE + MAGNESIUM HYDROXIDE(MAALOX) SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
2,ALUMINIUM HYDROXIDE +MG HYDROXIDE+ METHYLPOLYSILOXANE(POLYFORT) GEL,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
3,ALUMINIUM HYDROXIDE +MG.TRISILICATE TABS(MMT),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
4,ALUMINIUM HYDROXIDE+MG HYDROXIDE+LIQUORICE+SIMETHICONE(RELCER) GEL,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
5,ALUMINIUM HYDROXIDE+MG HYDROXIDE+MG TRISILICATE+POLYMETHYSILOXANE(GESTID) SUSP 100ML,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
6,ALUMINIUM HYDROXIDE+MG HYDROXIDE+SIMETHICONE(GASCOL) SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
7,ALUMINIUM HYDROXIDE+MG HYDROXIDE+SIMETHICONE(MAALOX PLUS) SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
8,ALUMINIUM HYDROXIDE+MG TRISILICATE (DANACID) TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
9,CALCIUM CARBONATE+SODIUM BICARBONATE+NA ALGINATE(GAVISCON) SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
10,CIMETIDINE 100MG/ML INJ,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
11,CIMETIDINE 200MG TAB(CETILAB),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
12,CIMETIDINE 400MG TAB(TAGAMET),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
13,ESOMEPRAZOLE 20MG (ZOLERIC),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
14,ESOMEPRAZOLE 20MG[NEXUM],Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
15,ESOMEPRAZOLE 40MG INJ,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
16,ESOMEPRAZOLE 40MG[NEXUM],Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
17,GAVISCON TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
18,GESTID PLUS SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
19,GESTID TABS,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
20,GRIPE WATER,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
21,LANSOPRAZOLE 30MG TABS,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
22,LANSOPRAZOLE+CLARITHROMYCIN+TINIDAZOLE(PEPTIKIT) 30/500/500MG PK,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
23,MAALOX PLUS TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
24,MISOPROSTOL(CTYTOTEC) 200MCG TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
25,MIST MAGNESIUM TRISILLICATE( MMT) SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
26,OMEPRAZOLE 20MG CAPS(OMEFAST-20),Antacids & Anti-Ulcer Drugs,"₦4,000.00","₦4,000.00",N/A
27,OMEPRAZOLE 40MG CAPS(TEVA),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
28,OMEPRAZOLE+CLARITHROMYCIN+TINIDAZOLE 20/250/500MG(ULSAKIT) PK,Antacids & Anti-Ulcer Drugs,"₦4,000.00","₦4,000.00",N/A
29,OMEPRAZOLE 40MG POWDER INJ,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
30,ORAL REHYDRATION SALTS(DIORALYTE),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
31,PANTOPRAZOLE 20MG TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
32,PANTOPRAZOLE 40MG TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
33,POLYFORT SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
34,RABEPRAZOLE 20MG (PARIET) TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
35,RANITIDINE  25MG/ML INJ(ZANTAC),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
36,RANITIDINE 150MG TAB(RANIVAN),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
37,RANITIDINE 300MG TAB(ZANTAC),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
38,RELCER TAB,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
39,SIMETICONE(INFACOL) 40MG/ML SUSP,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
40,TUMS ASSORTED,Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
41,ZINC SULPHATE TABS(20MG),Antacids & Anti-Ulcer Drugs,N/A,N/A,N/A
42,GESTID SUSPENSION 100ML,Antacids & Anti-Ulcer Drugs,₦560.00,₦560.00,₦560.00
43,GESTID SUSPENSION 200ML,Antacids & Anti-Ulcer Drugs,₦780.00,₦780.00,₦780.00
44,GAVISCON LIQUID PEPPERMINT SUSPENSION,Antacids & Anti-Ulcer Drugs,"₦2,850.00","₦2,850.00","₦2,850.00"
45,GAVISCON DOUBLE ACTION LIQUID,Antacids & Anti-Ulcer Drugs,"₦3,200.00","₦3,200.00","₦3,200.00"
46,OMEPRAZOLE 40MG CAP X 14(GETZOME),Antacids & Anti-Ulcer Drugs,"₦1,600.00","₦1,600.00","₦1,070.00"
47,RANITIDINE 50MG/2ML INJ/AMP,Antacids & Anti-Ulcer Drugs,"₦1,500.00","₦1,500.00",₦150.00
48,RANITIDINE (ZANTAC) 150MG TAB/CARD,Antacids & Anti-Ulcer Drugs,"₦1,250.00","₦1,250.00","₦1,250.00"
49,OMEPRAZOLE SODIUM 40MG INJ.,Antacids & Anti-Ulcer Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
50,RULOX,Antacids & Anti-Ulcer Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
51,ULSAKIT SOFTGELS ZOLON 7STR OF 6,Antacids & Anti-Ulcer Drugs,"₦4,500.00","₦4,500.00","₦4,000.00"
52,TAB OMEPRAZOLE(40MG),Antacids & Anti-Ulcer Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
53,TAB OMEPRAZOLE(20MG),Antacids & Anti-Ulcer Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
54,TAB OMEFAST PLUS( COMBI KIT),Antacids & Anti-Ulcer Drugs,₦800.00,₦800.00,₦800.00
55,SUSPENSION MMT,Antacids & Anti-Ulcer Drugs,₦500.00,₦500.00,₦500.00
56,TAB GASCOL,Antacids & Anti-Ulcer Drugs,₦200.00,₦200.00,₦200.00
57,TAB OMEPRAZOLE(GETSOME)20MG,Antacids & Anti-Ulcer Drugs,₦700.00,₦700.00,₦700.00
58,TAB OMEPRAZOLE,Antacids & Anti-Ulcer Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
59,GESTID SUSP,Antacids & Anti-Ulcer Drugs,"₦1,200.00","₦1,200.00","₦1,200.00"
60,ULGICID,Antacids & Anti-Ulcer Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
61,SUSPENSION GESTID,Antacids & Anti-Ulcer Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
62,ELICORID,Antacids & Anti-Ulcer Drugs,"₦19,000.00","₦19,000.00","₦19,000.00"
63,IV OMEPRAZOLE 40MG,Antacids & Anti-Ulcer Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
64,OMEPRAZOLE INJ.,Antacids & Anti-Ulcer Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
1,AMINOPHYLLINE INJ 250MG/10ML,Anti -Asthma,N/A,₦100.00,N/A
2,EPHEDRINE+THEOPHYLLINE 11/120MG(FRANOL) TAB,Anti -Asthma,N/A,N/A,N/A
3,MONTELUKAST 4MG TAB,Anti -Asthma,N/A,N/A,N/A
4,MONTELUKAST(MONTIGET) 10MG TAB,Anti -Asthma,N/A,N/A,N/A
5,SALBUTAMOL (VENTOLIN) 2.5MG NEBULES,Anti -Asthma,N/A,₦150.00,N/A
6,SALBUTAMOL (VENTOLIN) 5MG nebules,Anti -Asthma,N/A,N/A,N/A
7,SALBUTAMOL SYRUP 2MG/5ML,Anti -Asthma,N/A,N/A,N/A
8,SALMETEROL/FLUTICASONE PROPIONATE(SERETIDE)DISKUS 50/250MCG,Anti -Asthma,N/A,N/A,N/A
9,SALMETEROL/FLUTICASONE(SERETIDE)DISKUS 50/100MCG,Anti -Asthma,N/A,N/A,N/A
10,SALMETEROL/FLUTICASONE(SERETIDE)EVOHALER 25/125MCG,Anti -Asthma,N/A,N/A,N/A
11,SALMETEROL/FLUTICASONE(SERETIDE)EVOHALER 25/50MCG,Anti -Asthma,N/A,N/A,N/A
12,VENTOLIN INHALER,Anti -Asthma,N/A,"₦2,400.00",N/A
13,VENTOLIN TABLETS 2MG,Anti -Asthma,N/A,N/A,N/A
14,PULMICORT 0.25MG/ML NEBULES/NEBULE,Anti -Asthma,₦800.00,₦800.00,₦800.00
15,MONTELUKAST(10MG),Anti -Asthma,"₦1,000.00","₦1,000.00","₦1,000.00"
16,AMINOPHYLLINE INJ,Anti -Asthma,"₦1,500.00","₦1,500.00","₦1,500.00"
17,VENTOLIN NEBULES(5MG),Anti -Asthma,₦500.00,₦500.00,₦500.00
18,TAB PREDNISOLONE(5MG),Anti -Asthma,₦300.00,₦300.00,₦300.00
19,"TAB SALBUTAMOL(4MG),COUNTABLE",Anti -Asthma,N/A,N/A,N/A
20,TAB SALBUTAMOL(2mg),Anti -Asthma,₦300.00,₦300.00,₦300.00
21,VENTOLIN INHALER.,Anti -Asthma,"₦2,500.00","₦2,500.00","₦2,500.00"
1,CINNARIZINE(STUGERON) 25MG TAB,Anti Emetics,N/A,N/A,N/A
2,DOMPERIDONE 10MG(MOTILIUM) TAB,Anti Emetics,N/A,N/A,N/A
3,METOCLOPRAMIDE HCL 10MG TABS (PLASIL),Anti Emetics,N/A,N/A,N/A
4,METOCLOPRAMIDE(PLASIL) 10MG/2ML INJ,Anti Emetics,"₦5,000.00","₦5,000.00",N/A
5,PROMETHAZINE 5MG/5ML SYRUP,Anti Emetics,N/A,N/A,N/A
6,PROMETHAZINE TABLET 25MG(AVOMINE),Anti Emetics,N/A,N/A,N/A
7,PROMETHAZINE 25MG/ML INJ,Anti Emetics,N/A,₦100.00,N/A
8,RHINATHIOL (PROMETHAZINE) SYRUP,Anti Emetics,N/A,"₦1,600.00",N/A
9,PROMETHAZINE INJ,Anti Emetics,"₦1,000.00","₦1,000.00","₦1,000.00"
10,SYRUP PROMETHAZINE(RHINATHIOL),Anti Emetics,"₦1,500.00","₦1,500.00","₦1,500.00"
11,PROMETHAZINE SYRUP (5MG/5ML),Anti Emetics,₦500.00,₦500.00,₦500.00
12,METOCLOPRAMIDE INJ (10MG),Anti Emetics,"₦1,000.00","₦1,000.00","₦1,000.00"
13,INJ METOCLOPRAMIDE,Anti Emetics,"₦1,000.00","₦1,000.00","₦1,000.00"
14,INJ PROMETH,Anti Emetics,₦500.00,₦500.00,₦500.00
1,ASTEMIZOLE TABLET,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
2,AVAMYS NASAL (FLUTICASONE FUORATE 27.5MCG/DOSE)SPRAY,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
3,CETIRIZINE SYRUP,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
4,CETIRIZINE TAB,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
5,CHLORPHENIRAMINE (PIRITON) SYRUP,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
6,CHLORPHENIRAMINE INJ,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
7,CHLORPHENIRAMINE TABS 4MG (PIRITON),Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
8,DEXAMETHASONE tab 1mg,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
9,DESLORATADINE 5MG TAB,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
10,DESLORATADINE 2.5MG/5ML SYRUP (MOMENTO),Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
11,FEXOFENADINE 120MG(FEXET) TAB,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
12,KETOTIFEN 1MG TABS (ZADITEN),Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
13,KETOTIFEN 1MG/5ML SYRUP,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
14,KETOTIFEN 2MG TABS (ZADITEN),Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
15,LEVOCETRIZINE (XYZAL) 5MG TAB,Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
16,LEVOCETIRIZINE+MONTELUKAST 10/5MG TAB (GLEMONT L),Anti- Allergies/Anti- Anaphylactics,N/A,N/A,N/A
